##FastQC	0.11.8
>>Basic Statistics	pass
#Measure	Value
Filename	BT20 paired-end RNA-seq subsampled _end 1_
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	419200
Sequences flagged as poor quality	0
Sequence length	50
%GC	51
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
17	30	-0.6237425246075929
17	31	-0.24025621487443516
17	32	-0.5230913442913376
17	33	-0.5326577457791544
17	34	-0.6504910816289424
17	35	-0.48427060457333226
17	36	-0.6606852205107359
17	37	-0.7210841619254822
17	38	-0.502370322897491
17	39	-0.6680477307155428
17	40	-0.49966293242088256
17	41	-0.5434645830107812
17	42	-0.5271943907372076
17	43	-0.6380769049977886
17	44	-0.364143989283356
17	45	-0.6758801194870117
17	46	-0.7468004622393067
17	47	-0.6630068888506813
17	48	-0.8185722302956364
17	49	-0.47241348057539057
17	50	-0.5343550461158344
18	1	0.18686475907547617
18	2	0.03744601779251866
18	3	-0.02712609438705016
18	4	-0.02709485675100609
18	5	0.17602393760984114
18	6	-0.017812073919394322
18	7	-0.0939442258797456
18	8	-0.06604295895866841
18	9	-0.039473124250584135
18	10	-0.03232713413060395
18	11	0.02970016083821747
18	12	-0.09273059399849615
18	13	-0.009158115142120948
18	14	0.04282556041630414
18	15	0.03542633133937301
18	16	0.07537487078529637
18	17	0.19868440621402073
18	18	0.10791042367731052
18	19	-0.015697391914720527
18	20	0.12241063318293754
18	21	0.01389598443530815
18	22	0.18568571528454214
18	23	-0.06536277150519965
18	24	0.12592576282249013
18	25	0.0827620469120447
18	26	0.15778719848842826
18	27	0.17077246755796693
18	28	0.2971414921959763
18	29	0.24964145328156206
18	30	0.03503556333912172
18	31	0.15723141675542252
18	32	0.0898270382851507
18	33	0.1933655813815065
18	34	0.17757475403065826
18	35	0.11428250341151625
18	36	-0.10260915848923702
18	37	-0.1228350809161114
18	38	-0.16753988703336375
18	39	-0.16250614811693964
18	40	-0.1374424299472068
18	41	0.1981815848673918
18	42	-0.10903983447840204
18	43	-0.16529422900762825
18	44	-0.2173749668682774
18	45	-0.1963535724042842
18	46	-0.08809147133247563
18	47	-0.05009541597818412
18	48	-0.23200745873045037
18	49	-0.4826260230700683
18	50	-0.24050606460620116
19	1	0.06093470515494204
19	2	0.0893407673180775
19	3	0.08208558136678334
19	4	0.05517161311072982
19	5	-0.030500748355763108
19	6	0.07608195264927531
19	7	-0.004395471474232693
19	8	0.09819627952673926
19	9	0.05237252445260765
19	10	-0.0016541817553914484
19	11	-0.1538631129515835
19	12	-0.1547618016377399
19	13	-0.028798444087506425
19	14	-0.017669363823841877
19	15	0.12545705700735965
19	16	0.06173659021776956
19	17	0.03898624071714352
19	18	0.03731669532836435
19	19	-0.02247511279311709
19	20	-0.12107522397283077
19	21	0.10516929226433547
19	22	-0.12791189895770572
19	23	-0.20164767676772044
19	24	-0.021708059510849864
19	25	-0.10753376295029682
19	26	-0.24341622350753767
19	27	-0.24448342905920128
19	28	-0.1230621406624195
19	29	-0.25701577478121607
19	30	-0.12015165237314562
19	31	-0.1493550217781774
19	32	-0.22444081724395915
19	33	-0.3484228332342738
19	34	-0.2647619028961756
19	35	-0.12671818942217072
19	36	-0.11701558075630913
19	37	-0.07469820107757386
19	38	0.0031607786894412015
19	39	0.1237395969805064
19	40	-0.005194034007814707
19	41	0.25359321844873506
19	42	0.0014746698442777983
19	43	0.04940137601692385
19	44	0.10736070201746628
19	45	0.1504548741420848
19	46	0.15083072043184131
19	47	-0.055570308287727244
19	48	0.30244595573471145
19	49	0.3319129412941777
19	50	0.37845046761056267
20	1	-0.12601175882390692
20	2	-0.061055795801550516
20	3	-0.0847353042908523
20	4	-0.14691034326732932
20	5	0.0038350084188607525
20	6	-0.1811222773573391
20	7	-0.12214167107766372
20	8	-0.09658230606480345
20	9	-0.03635847356457589
20	10	-0.14230190151745603
20	11	-0.14097481156360914
20	12	-0.008430010494315354
20	13	-0.0096312266387244
20	14	-0.13151602608424895
20	15	-0.5263935708842453
20	16	-0.186082312624265
20	17	-0.13645989279244475
20	18	-0.42259738266238145
20	19	-0.22670511940250293
20	20	-0.08753259343746578
20	21	-0.22100387363123986
20	22	0.10278869588697148
20	23	-0.04080828483117216
20	24	-0.22656595772631505
20	25	-0.14986687597078685
20	26	0.10063532969801514
20	27	-0.050927579753185626
20	28	-0.13565301971066646
20	29	-0.2344777708155874
20	30	-0.22986744880407173
20	31	-0.296017282187961
20	32	-0.2407990459286964
20	33	-0.19035938313513157
20	34	-0.03878701856041289
20	35	-0.21535004665944513
20	36	-0.3568040804258388
20	37	-0.3985250351819971
20	38	-0.29809500452272175
20	39	-0.2891817513340982
20	40	-0.5157029566780054
20	41	0.08191443457563707
20	42	0.009009369117244148
20	43	0.2475507481253132
20	44	-7.485647559235531E-5
20	45	-0.21481280596366048
20	46	0.13212615995596622
20	47	-0.24720943584886612
20	48	-0.10350249105973575
20	49	-0.34003021799200894
20	50	-0.019831092204370293
21	1	0.21655604674143092
21	2	0.1905821048676941
21	3	0.19289766506455663
21	4	0.0840688747671905
21	5	0.2641907674889552
21	6	0.044291600768765704
21	7	0.21889390482934346
21	8	0.07930709161043836
21	9	0.15235234010221177
21	10	-0.005405106871450016
21	11	-0.07818861924236842
21	12	-0.11760577660914606
21	13	-0.0693353478081562
21	14	-0.16392180276618262
21	15	-0.16006739969721195
21	16	-0.11260573636501903
21	17	0.13435729635866522
21	18	0.018948936464070698
21	19	0.11232270729703941
21	20	-0.16581720069354589
21	21	-0.0033215911374000484
21	22	-0.35851810228139414
21	23	-0.2478530188924637
21	24	-0.05208550686333524
21	25	0.015473032447673063
21	26	-0.25473628002372095
21	27	-0.19474582561440457
21	28	-0.03626943394102966
21	29	-0.04807410755387309
21	30	-0.3949784033655419
21	31	-0.32844067070504224
21	32	-0.2529512121844206
21	33	-0.09761545921826098
21	34	-0.016578494432202717
21	35	-0.03894990576476687
21	36	-0.049953076551233266
21	37	0.13858310148584252
21	38	-0.13108197176470782
21	39	0.11950088339644083
21	40	-0.20628062487102738
21	41	0.043608693117377584
21	42	-0.032889186712267815
21	43	-0.12833864954992436
21	44	-0.06509775186129474
21	45	-0.0767536301975511
21	46	0.06551819940647619
21	47	-0.07493046438003859
21	48	0.03962889323050689
21	49	0.006288908460966525
21	50	0.3464246316420514
22	1	0.1285056282414132
22	2	0.10605502642788878
22	3	0.1574161419229938
22	4	0.06799053421073609
22	5	0.1690771273658882
22	6	0.12903371874276104
22	7	-0.014374365260309219
22	8	0.12329094710386812
22	9	0.17512998922385492
22	10	0.12937505655859383
22	11	0.0757135212280673
22	12	0.1997760343545636
22	13	0.19511365473923803
22	14	0.18161364567395566
22	15	0.2959983693172461
22	16	0.20254297174362534
22	17	0.2889707214422046
22	18	0.1471621233499718
22	19	0.38509208566737385
22	20	0.26110244068667754
22	21	0.025989951523129662
22	22	0.12474189705694272
22	23	-0.1405482913310081
22	24	0.07358028861752075
22	25	0.07070510972957322
22	26	0.21447998358166842
22	27	0.16489952456920776
22	28	0.08613768552170598
22	29	0.26197981774470236
22	30	0.4005355411211795
22	31	0.2123837577860428
22	32	0.040643917997208234
22	33	0.04100233282196797
22	34	0.3676640701623626
22	35	0.05159827963239394
22	36	0.26440163943116346
22	37	0.09840379159733459
22	38	0.24186274653349926
22	39	0.2563983591631427
22	40	0.18704322466746248
22	41	0.15625632602834827
22	42	0.14246728266940778
22	43	0.26414158335443716
22	44	0.0495514028679267
22	45	0.41757263440032943
22	46	-7.305186270727404E-4
22	47	-0.004992991259982205
22	48	0.17470680370789182
22	49	-0.012568404537340427
22	50	0.020110409258087714
23	1	0.42191411672862245
23	2	0.4127966353443142
23	3	0.4478386501464158
23	4	0.3786761919247823
23	5	0.30742222365176985
23	6	0.35561692699492653
23	7	0.35789913137048046
23	8	0.2972123216128608
23	9	0.3306085444565099
23	10	0.3642774932462345
23	11	-0.002161482763881395
23	12	0.24724833020612635
23	13	0.32256870535719173
23	14	0.3679739433139133
23	15	0.4090025528831802
23	16	0.2747813391948455
23	17	0.32465877432758816
23	18	0.4141758237300053
23	19	0.4922680189858042
23	20	0.3088461892894969
23	21	0.4792681426897403
23	22	0.7157264721535483
23	23	0.17928692088116804
23	24	0.38246158392617957
23	25	0.5257876633015712
23	26	0.4407917390825773
23	27	0.47807616047123247
23	28	0.36089577321691024
23	29	0.3428088663826472
23	30	0.41795642062809435
23	31	0.32776714487766867
23	32	0.4587929295898405
23	33	0.546702840598293
23	34	0.566942325200209
23	35	0.44384750519366634
23	36	0.48282529733683077
23	37	0.4355960120808362
23	38	0.6996438598091359
23	39	0.6486795203421991
23	40	0.665374907993872
23	41	0.12467200002956247
23	42	0.25465710798157914
23	43	0.13352490657482008
23	44	0.2823460887811251
23	45	0.2501820937303165
23	46	0.5779269080008476
23	47	0.44486808880261464
23	48	0.35948628826702134
23	49	0.6609218391314187
23	50	0.41852320905370277
24	1	0.06926135041978654
24	2	0.07098201932449655
24	3	0.00500559206768969
24	4	0.13215128138253363
24	5	0.14165013446928043
24	6	0.04464803076591295
24	7	0.06913984152737385
24	8	0.06462217572791218
24	9	-0.02042710101555656
24	10	0.15972891080748042
24	11	0.03952238731594093
24	12	-0.02324093486406298
24	13	0.043064851792642855
24	14	-0.24128493364727888
24	15	0.00406861398970193
24	16	0.11657875180150512
24	17	-0.12564056506135302
24	18	0.06644323358411697
24	19	0.043603003846797606
24	20	0.04709625810314577
24	21	0.43813478183094645
24	22	0.16017665106904388
24	23	0.11861048267583385
24	24	0.051760372805894406
24	25	0.042044888735098596
24	26	-0.13486887198266118
24	27	-0.0599261791929564
24	28	-0.11145834183951564
24	29	0.020004021901499414
24	30	0.06845187892701432
24	31	0.31543229764397296
24	32	0.24519535183041086
24	33	0.14391932834946175
24	34	0.10886704306423667
24	35	-0.05281503265384657
24	36	-0.42627186754068447
24	37	-0.42849702397752054
24	38	-0.27372525662356395
24	39	-0.09572937038171858
24	40	-0.18961752250433506
24	41	-0.267875481390746
24	42	-0.361018642087231
24	43	-0.13448706700073387
24	44	-0.11856225143357335
24	45	0.07013117162737359
24	46	-0.005268798027231014
24	47	0.3471182952435754
24	48	0.5211123548786389
24	49	0.08094317136373519
24	50	0.35681456605892947
25	1	0.06679174555656431
25	2	0.15703825032753826
25	3	0.17414186359757622
25	4	0.18167002505021657
25	5	-0.10986962236962938
25	6	0.03882229621677169
25	7	-0.12671882108660526
25	8	0.010417515140275668
25	9	-0.061523858867630565
25	10	0.022824148902714114
25	11	0.08935774699172327
25	12	0.1338639283578189
25	13	-0.06452126776155609
25	14	0.012324488845123938
25	15	-0.054821963517895256
25	16	0.10619374673564863
25	17	-0.048322935882019635
25	18	-0.2390912142375612
25	19	-0.04200996474489216
25	20	-0.020976183639504598
25	21	-0.3888029081386577
25	22	-0.16764756372325706
25	23	-0.22909721742548328
25	24	0.03232014990822307
25	25	-0.006777299714748608
25	26	-0.17020321848721665
25	27	-0.3140421872983268
25	28	-0.30934334690537213
25	29	0.08813978684577961
25	30	-0.006776084598818954
25	31	-0.007326061018638086
25	32	0.22594509853760059
25	33	-0.08816020559176962
25	34	-0.13169779989422636
25	35	-0.14944623832760584
25	36	-0.14385038831069608
25	37	-0.21902387301500426
25	38	-0.07995625966307784
25	39	-0.44951609783866076
25	40	-0.24730495918113604
25	41	-0.1991064844302599
25	42	-0.32429118514701116
25	43	-0.39075606396122
25	44	-0.2523008532572817
25	45	-0.3849093552216658
25	46	-0.11393141200899493
25	47	0.06026419190011012
25	48	0.05651002458481713
25	49	0.0634026445146958
25	50	0.03722236747736929
26	1	0.19981418799317652
26	2	0.2772197884047358
26	3	0.10100200433122808
26	4	0.1934200354595106
26	5	0.3075014064849384
26	6	0.18499375809794572
26	7	0.09719757146866925
26	8	0.3601864288264167
26	9	0.24732404053695944
26	10	0.27957561661308716
26	11	0.04246596200609076
26	12	0.13294791053711208
26	13	0.1234872262218687
26	14	0.04729138729205573
26	15	0.08738563943001054
26	16	0.027374576980896848
26	17	0.07252479697387315
26	18	-0.021187229560041487
26	19	0.05097417149193717
26	20	-0.027862972164300004
26	21	0.24902030042194667
26	22	0.2822004605928541
26	23	0.3481522308819649
26	24	0.23785789400615442
26	25	0.4411887243515338
26	26	0.14463210649092417
26	27	0.016598608804429205
26	28	0.3950077377430006
26	29	0.28494205190802546
26	30	0.06404874781155456
26	31	0.31756047768311646
26	32	0.25210989847098375
26	33	0.16242063298090414
26	34	0.2459430378457057
26	35	0.19883206454119318
26	36	0.10931195502944036
26	37	0.11569736610728398
26	38	0.19525713085197793
26	39	0.17177715277549055
26	40	0.31503838095293446
26	41	0.36769203328635314
26	42	0.10574587193755036
26	43	0.24009708172724942
26	44	0.3624553610908876
26	45	0.2738656791290026
26	46	0.4541245483524179
26	47	0.574466631838483
26	48	0.2904942857331747
26	49	0.5084790487283826
26	50	0.1330295040889382
27	1	-0.09814353581668911
27	2	-0.02886412017569029
27	3	-0.18759200833017076
27	4	0.0848896874499232
27	5	0.18128086926972742
27	6	-0.15039735031079715
27	7	0.030185160438229275
27	8	0.08221511368638801
27	9	-0.05866687473182708
27	10	0.08436834882811439
27	11	-0.06253064016136989
27	12	0.059447427687224774
27	13	0.059328994525458256
27	14	-0.08782074118177974
27	15	0.17849047150555464
27	16	0.04182430694262251
27	17	0.22103511565480005
27	18	-0.0986148914935896
27	19	-0.0709686733880659
27	20	-0.1182882377317398
27	21	-0.11802430060098601
27	22	-0.044170296587303426
27	23	0.06475153700878877
27	24	-0.02895422373768497
27	25	0.051346455314735806
27	26	0.025285921005036016
27	27	0.2356336243629258
27	28	-0.07270569979053221
27	29	-0.044368724586128394
27	30	-0.17054476411662023
27	31	-0.3522989593496817
27	32	-0.18051644724953775
27	33	-0.2586745420968839
27	34	-0.33467858667591344
27	35	-0.16724683670705787
27	36	-0.26106609854901563
27	37	-0.2770920755751831
27	38	-0.19437053823489947
27	39	-0.0757352761382748
27	40	-0.10792381368921866
27	41	-0.03638536576224993
27	42	-0.12861158004570683
27	43	-0.19652082306190266
27	44	-0.10326945023999201
27	45	-0.2800024849684206
27	46	0.19810680808988934
27	47	-0.20729237241774712
27	48	0.09856324385041404
27	49	-0.18939283510151483
27	50	0.11804327425239336
28	1	0.19859197488514013
28	2	-0.01600472147961085
28	3	0.14499347344779068
28	4	-0.13449399948430596
28	5	0.08455004892608287
28	6	0.13710597202624797
28	7	-0.07751328079940123
28	8	-0.11230967485663257
28	9	-0.07519257007743363
28	10	0.0035769290566918244
28	11	0.13438623105702874
28	12	0.16682536111540713
28	13	0.05641315518585799
28	14	0.13248538286256206
28	15	0.11837571407524194
28	16	0.03709486243737814
28	17	-0.04827743418025676
28	18	0.10577528376946077
28	19	0.25902929412338693
28	20	0.022805553797475397
28	21	-0.23685452526913764
28	22	-0.09205103641313173
28	23	-0.14605661170683248
28	24	0.08264503205882079
28	25	-0.10129343461819218
28	26	-0.08407759738899045
28	27	0.21243980312811317
28	28	-0.012317338132646682
28	29	-0.18280464647602912
28	30	0.027177285257216965
28	31	0.14760723348657478
28	32	-0.03438833793291707
28	33	0.1538815467697674
28	34	0.17204426005881857
28	35	-0.03296188181266757
28	36	0.14765171386792986
28	37	0.06373280208464394
28	38	-0.11910592386051633
28	39	0.04465058399524224
28	40	0.2787493152487315
28	41	0.17534522006348396
28	42	0.20962578334761162
28	43	0.5453140450608558
28	44	0.3929860804740386
28	45	0.41426433387430706
28	46	0.23018885808910738
28	47	-0.01804423683513079
28	48	0.3060959590987693
28	49	0.5931152557663566
28	50	-0.05477297314836704
29	1	0.005581599240038315
29	2	-0.12595599011351055
29	3	-0.06966729510519798
29	4	0.15140267563392484
29	5	-0.04936230654315921
29	6	-0.17660894049105735
29	7	-0.2325815226939909
29	8	-0.21358460247886057
29	9	-0.2064255995140556
29	10	-0.1577850317064673
29	11	-0.11955633426278212
29	12	-0.036084135207268275
29	13	-0.1350507638229672
29	14	-0.20597283583517623
29	15	-0.15128316636207728
29	16	-0.2087108234880688
29	17	0.0778397009189149
29	18	-0.24525239061150472
29	19	-0.17282771258391705
29	20	-0.22368345017655855
29	21	-0.2320443258481646
29	22	-0.3844662060738102
29	23	-0.5078105812452307
29	24	-0.005377121831600107
29	25	-0.20814279895258636
29	26	-0.4878825999963894
29	27	-0.5240242057909867
29	28	-0.47281076569193914
29	29	-0.4998372479397659
29	30	-0.5627150022398624
29	31	-0.2794036096919328
29	32	-0.5162804096453542
29	33	-0.33358496165482876
29	34	-0.38467113797394603
29	35	-0.48841134325015645
29	36	-0.5567952480640628
29	37	-0.39213923761973035
29	38	-0.6567153896136944
29	39	-0.4656081777605223
29	40	-0.7417142621010768
29	41	-0.653600492115757
29	42	-0.5475265785951677
29	43	-0.7153268353405053
29	44	-0.5351216679929891
29	45	-1.0757825992863985
29	46	-1.359730402488836
29	47	-1.3389070157817358
29	48	-1.4495279282616451
29	49	-1.6064495785290163
29	50	-1.4185768968325334
30	1	0.14664230280074264
30	2	0.18110106694354755
30	3	0.1657198777819744
30	4	0.10834175757300812
30	5	0.08807870589784983
30	6	0.22321945933734355
30	7	0.31021127009880445
30	8	0.2610507471564887
30	9	0.30397766088920974
30	10	0.24306224414080901
30	11	0.25083191112546643
30	12	0.2981876365645064
30	13	0.26330294703073776
30	14	0.3033579234955823
30	15	0.26002099494208153
30	16	0.2772930375157898
30	17	0.2582880063672235
30	18	0.44739561453649657
30	19	0.11800776575156391
30	20	0.27031054381743047
30	21	0.33992049611666175
30	22	0.3714861748785694
30	23	0.37158667315202365
30	24	0.4743794204249454
30	25	0.3396639363541496
30	26	0.18953588992210513
30	27	0.324002392235613
30	28	0.30223213435095886
30	29	0.3950040219014994
30	30	0.17559473606987552
30	31	0.32436086907254236
30	32	0.26602868516374656
30	33	0.39094313787327195
30	34	0.44517656687375506
30	35	0.6584944911556789
30	36	0.43087098960216963
30	37	0.18757440459391006
30	38	0.29770331480501255
30	39	0.4221277724754273
30	40	0.35204914416232924
30	41	0.5505768995616336
30	42	0.2193385007699078
30	43	0.21670340918974063
30	44	0.25643774856642665
30	45	0.1653692668654685
30	46	-0.1481259408843698
30	47	-0.2838340857088113
30	48	-0.11579240702612026
30	49	-0.1601282572076954
30	50	0.3151478993922652
31	1	0.23478332844176464
31	2	0.49062487646735775
31	3	0.4621942367563321
31	4	0.3899351641664168
31	5	0.38615562897477673
31	6	0.37889711501500045
31	7	0.38438709427462925
31	8	0.3594939705997078
31	9	0.31771392462547254
31	10	0.4074395335181009
31	11	0.22473301002656143
31	12	0.414259065135937
31	13	0.40455752578532156
31	14	0.3830282531659108
31	15	0.32687081179189903
31	16	0.3958827811055343
31	17	0.3942770173562309
31	18	0.36886997351086137
31	19	0.3613685716123669
31	20	0.43331420682109467
31	21	0.38937104556720925
31	22	0.3151674935598905
31	23	0.38120205776740335
31	24	0.4242420577875805
31	25	0.5372371964274052
31	26	0.5121091499953607
31	27	0.5703393885726058
31	28	0.5655105226293458
31	29	0.4275131794106599
31	30	0.414605725080861
31	31	0.29551471522638906
31	32	0.31479242142747665
31	33	0.38407500600514055
31	34	0.33299707969427317
31	35	0.29654394170513143
31	36	0.42079772952891403
31	37	0.27571543023493916
31	38	0.36913188623358195
31	39	0.3619171497647997
31	40	0.38158211119529994
31	41	0.07141023289496218
31	42	0.0666370355684407
31	43	0.11070524069157273
31	44	0.21385533098401055
31	45	0.4378051643013663
31	46	0.305170762412331
31	47	0.3512391743644514
31	48	0.30247682374310614
31	49	-0.003992726072162611
31	50	0.08369185543622137
32	1	-0.04410445044601374
32	2	-0.15071711487463801
32	3	0.02702940159149847
32	4	-0.15929893506768167
32	5	0.007667450486593452
32	6	-0.04128270516482502
32	7	-0.07009176020422814
32	8	-0.027152716046977332
32	9	-0.28368467677312736
32	10	-0.1962234701449006
32	11	-0.3906183053247503
32	12	-0.16128206040519188
32	13	-0.3345866633588699
32	14	-0.18820051806285676
32	15	-0.4549140699929808
32	16	-0.08839960317684614
32	17	-0.20588948281027086
32	18	-0.3504939958531139
32	19	-0.43561777537397717
32	20	-0.4357500622431729
32	21	-0.4568327506365861
32	22	-0.1299207515283598
32	23	-0.6183483917830443
32	24	-0.44537166182613674
32	25	-0.5659096567194482
32	26	-0.40186021397399685
32	27	-0.5753482571150386
32	28	-0.5922483851295581
32	29	-0.5594332075357258
32	30	-0.8508121903370522
32	31	-0.4729335032218245
32	32	-0.3491769425418809
32	33	-0.49249842056828896
32	34	-0.3417281950310027
32	35	-0.2864730413118579
32	36	-0.05938875065756832
32	37	-0.003605249085744333
32	38	-0.2042447371430427
32	39	-0.08463629678864493
32	40	-0.45839457878139456
32	41	-0.5584598969751653
32	42	-0.2646982957668911
32	43	-0.25218187219554267
32	44	-0.43198216485348695
32	45	-0.36677359027738987
32	46	-0.611545854304282
32	47	-0.49801157488629855
32	48	-0.5196343983681118
32	49	-0.6154312875107237
32	50	-0.40200578026141187
33	1	0.2747605925569587
33	2	0.05400115536087213
33	3	0.16549094005304
33	4	0.16058692619748882
33	5	0.06463232469285174
33	6	0.11876069970617209
33	7	0.17824840537731745
33	8	0.21701575915598426
33	9	0.2991462853681739
33	10	0.1535554865306068
33	11	0.16675650377419515
33	12	0.13091310075548535
33	13	0.1719883708023744
33	14	0.23429767340084595
33	15	0.1694248095183113
33	16	0.20073310319723703
33	17	0.1563080897321356
33	18	0.22080252371927145
33	19	0.09924276638311369
33	20	0.0744661583178754
33	21	0.2913225423462933
33	22	-0.006924207842160968
33	23	0.17212665041613917
33	24	0.2003883253131562
33	25	0.11084462348311064
33	26	0.16813415946865007
33	27	0.0332041100580156
33	28	0.16753780569111143
33	29	0.150324850498194
33	30	0.026295759184691292
33	31	0.3209978527784969
33	32	0.20490231153736715
33	33	0.40595829512980686
33	34	0.40177313122894276
33	35	0.3876769466312382
33	36	0.1767658992901886
33	37	0.24577984857521784
33	38	0.13826792261099996
33	39	0.260552996676509
33	40	0.29736460456399527
33	41	0.05776870201205497
33	42	0.09202544026719295
33	43	0.08673782879312597
33	44	-0.011324661437363659
33	45	-0.052626817509924706
33	46	-0.029615141339093043
33	47	-0.1336035690989803
33	48	-0.020751671899184032
33	49	-0.10829359761441282
33	50	0.004400457179308148
34	1	0.18862631542596375
34	2	0.11361787770243126
34	3	0.059306058652019544
34	4	0.1258901313893972
34	5	0.11828661038529731
34	6	0.07391247429548997
34	7	0.1625167456031278
34	8	0.3038838746437946
34	9	0.11243793260596391
34	10	0.29618767298669724
34	11	-0.0635464338724745
34	12	-0.149038588219355
34	13	-0.1342286160267605
34	14	-0.022599260530768106
34	15	-0.24660038559860453
34	16	-0.1758941451382512
34	17	-0.01070128963936412
34	18	-0.07117341249794862
34	19	0.17404076973124916
34	20	0.025834078879874767
34	21	-0.02308897280059341
34	22	-0.11837590828322675
34	23	0.08458584976791172
34	24	0.17212026027673488
34	25	0.1654238512711217
34	26	0.18702285300705057
34	27	0.011150738605863353
34	28	0.01499115726848288
34	29	0.1873225343208773
34	30	-0.20439703008904075
34	31	-0.28602406299826555
34	32	-0.12916995625247552
34	33	-0.07884895763928057
34	34	0.016485061453145988
34	35	-0.028233586242429
34	36	-0.23116414145312802
34	37	0.01897793142251203
34	38	0.2132035206510352
34	39	0.17407473281576102
34	40	0.21703988109111094
34	41	-0.0018709527781481938
34	42	0.2289703794579836
34	43	0.22345344349741225
34	44	0.020589662934476394
34	45	0.29153572768611014
34	46	-0.10767719654513996
34	47	-0.0814016718210624
34	48	-0.2008325470014185
34	49	-0.19098800744784938
34	50	-0.19625082436236596
35	1	-0.27382097048511156
35	2	-0.19988622533406897
35	3	-0.1676920060331355
35	4	-0.3292891598966179
35	5	-0.42234232468447175
35	6	-0.27266100428505524
35	7	-0.2315775862061784
35	8	-0.16488487635977833
35	9	-0.21330344510157317
35	10	-0.10746491687022086
35	11	-0.6575782271233805
35	12	-0.4197375833768433
35	13	-0.4793569468388341
35	14	-0.7063823362446797
35	15	-0.4341907073341389
35	16	-0.5993477947702033
35	17	-0.8429373811484879
35	18	-0.7116865667231025
35	19	-0.5484232494697778
35	20	-0.40955260378765246
35	21	-0.35771251603247833
35	22	-0.21340071242767067
35	23	-0.25383226275078385
35	24	-0.2599366667137275
35	25	-0.17148150422677588
35	26	-0.250442814169503
35	27	-0.22539713297036457
35	28	-0.011114465285963604
35	29	-0.25024454673416585
35	30	0.08300990154955912
35	31	-0.059541518862097575
35	32	-0.16550147822125894
35	33	0.04914380817071873
35	34	-0.22765194869669614
35	35	-0.051575680608038965
35	36	-0.13368005075531642
35	37	-0.1983266567103783
35	38	-0.3062975230667959
35	39	-0.20926972787368925
35	40	-0.5872313334245973
35	41	-0.4191637092918796
35	42	-0.3213942879467524
35	43	-0.4178710217556585
35	44	-0.2656087533187872
35	45	-0.3150629353409258
35	46	-0.44106687092207864
35	47	-0.5285101086106394
35	48	-0.4142580542820937
35	49	-0.5236424312057366
35	50	-0.44179072649797035
36	1	0.23080682446526168
36	2	0.18335331919579545
36	3	0.20360597816807768
36	4	0.19344471767597327
36	5	0.24793499075413905
36	6	0.2107784468963274
36	7	0.25090196078949845
36	8	0.22185083295656938
36	9	0.18696779387934015
36	10	0.17855130462987034
36	11	0.09966288495643738
36	12	0.03598793686480661
36	13	-0.014930643702847135
36	14	0.1784115485492066
36	15	0.1640321489532326
36	16	0.1486465338692895
36	17	0.30907093215014925
36	18	0.04303589767678062
36	19	0.09744255768635668
36	20	0.11565588916278102
36	21	0.3445322507284132
36	22	0.37529355368594963
36	23	0.17387110043645038
36	24	0.38201026555578466
36	25	0.578643987834198
36	26	0.2508561387423498
36	27	-0.42792810969488926
36	28	-0.06740536028653565
36	29	0.18785043974791904
36	30	-0.1182705577954195
36	31	-0.8199441502324731
36	32	-0.768532661897602
36	33	-1.0152666433365098
36	34	-0.8171035704063812
36	35	-0.7887116435504566
36	36	-1.5327712240400402
36	37	-1.482229327709824
36	38	-1.6627213956196982
36	39	-1.6517943639467134
36	40	-1.297269817656634
36	41	-1.5484953870106537
36	42	-1.2051842362528262
36	43	-1.2798913999050683
36	44	-1.1867733196446437
36	45	-0.9166234401272391
36	46	-0.24261328537171778
36	47	-0.33890701578173577
36	48	-0.29637477510848953
36	49	-0.01185498393441975
36	50	-0.03118950944514154
37	1	0.030218662338640456
37	2	0.07705767443861333
37	3	0.06489922407670434
37	4	0.09090726898467238
37	5	0.07085554444392272
37	6	0.14559195863292018
37	7	0.0750041695070891
37	8	-0.01497771156427774
37	9	-0.08169435939819891
37	10	0.09805660875056077
37	11	-0.04238448786016846
37	12	0.04337994425681302
37	13	-0.07959293913437904
37	14	0.07871717962407132
37	15	-0.20947745532559736
37	16	-0.18357622143039265
37	17	0.019805335192245366
37	18	-0.06118074500140125
37	19	-0.015427709030070957
37	20	-0.0768294956302995
37	21	-0.11084028156719228
37	22	0.09580992804847455
37	23	0.060618794876454274
37	24	-0.06159902420734653
37	25	0.03871648636823721
37	26	-0.1584318474687123
37	27	-0.18113990136821911
37	28	-0.11475152301731129
37	29	-0.21154007502720873
37	30	-0.23099867052353318
37	31	-0.2968352425081804
37	32	-0.21225745177623878
37	33	-0.2830847573084654
37	34	-0.6813731654452084
37	35	-1.3890012823016349
37	36	-1.2774271225420932
37	37	-1.0894578580152725
37	38	-1.775627200833199
37	39	-1.9948030531092442
37	40	-1.4690096047810357
37	41	-1.2946083638928627
37	42	-1.3982826601204863
37	43	-1.6908585801030185
37	44	-1.4347076445020477
37	45	-1.2373850301195972
37	46	-1.6994784345445595
37	47	-2.152987368323629
37	48	-1.7575400824276457
37	49	-2.854161787779688
37	50	-2.387356327150421
38	1	0.060004119920222365
38	2	0.048687979008981586
38	3	0.09942203962830831
38	4	-0.03133834759789522
